year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9645.67933952,6269.69157069
2018,9644.59203617,6268.98482351
2019,9644.21278775,6268.73831204
2020,9642.76465128,6267.79702333
2021,9641.89953252,6267.23469614
2022,9643.24558418,6268.10962972
2023,9644.75350365,6269.08977737
2024,9646.09274965,6269.96028728
2025,9646.68324024,6270.34410616
2026,9646.32227368,6270.10947789
2027,9645.86789618,6269.81413251
2028,9645.06602997,6269.29291948
2029,9645.74512751,6269.73433288
2030,9645.38002418,6269.49701571
2031,9646.41154785,6270.1675061
