year,Base case cost,Modeled non-residential energy efficiency
2017,885324.638799,898586.489237
2018,938878.962974,947365.867765
2019,1011177.30061,1013218.02878
2020,1044648.75322,1043705.14036
2021,1067409.34099,1064436.37623
2022,1084814.49635,1080289.67425
2023,1096864.21929,1091265.03442
2024,1106236.22602,1099801.42567
2025,1118285.94896,1110776.78583
2026,1131674.53001,1122971.63047
2027,1143724.25294,1133946.99064
2028,1153096.25968,1142483.38188
2029,1166484.84072,1154678.22651
2030,1174517.98935,1161995.13329
2031,1187906.57039,1174189.97792
