year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,144579.49,9645.68,87972.87,54464.06
2018,144076.25,9644.59,87972.87,54464.06
2019,143932.47,9644.21,87972.87,54464.06
2020,143285.45,9642.76,87972.87,54464.06
2021,142854.1,9641.9,87972.87,54464.06
2022,143501.12,9643.25,87972.87,54464.06
2023,144148.14,9644.75,87972.87,54464.06
2024,144795.16,9646.09,87972.87,54464.06
2025,145082.72,9646.68,87972.87,54464.06
2026,144867.05,9646.32,87972.87,54464.06
2027,144723.27,9645.87,87972.87,54464.06
2028,144291.92,9645.07,87972.87,54464.06
2029,144651.38,9645.75,87972.87,54464.06
2030,144435.7,9645.38,87972.87,54464.06
2031,144938.94,9646.41,87972.87,54464.06
2032,144363.81,,,54464.06
2033,144507.6,,,54464.06
2034,143932.47,,,54464.06
2035,144148.14,,,54464.06
2036,143932.47,,,54464.06
