year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,56629.1763527,41905.590501
2018,56629.1763527,41905.590501
2019,56629.1763527,41905.590501
2020,56629.1763527,41905.590501
2021,56629.1763527,41905.590501
2022,56629.1763527,41905.590501
2023,56629.1763527,41905.590501
2024,56629.1763527,41905.590501
2025,56629.1763527,41905.590501
2026,56629.1763527,41905.590501
2027,56629.1763527,41905.590501
2028,56629.1763527,41905.590501
2029,56629.1763527,41905.590501
2030,56629.1763527,41905.590501
2031,56629.1763527,41905.590501
