year,Base case cost,Modeled water and wastewater efficiency
2017,64383.5149178,50264.1046466
2018,68812.5781855,53391.883257
2019,74906.8552654,57695.7298882
2020,77949.1161791,59844.1098914
2021,80018.0468141,61305.036723
2022,81527.875718,62371.0170001
2023,82616.6348717,63139.5210529
2024,83431.0546423,63714.3394205
2025,84525.4911818,64486.9740407
2026,85762.7851017,65360.5874777
2027,86859.266562,66134.7115287
2028,87815.3789087,66809.6683237
2029,89070.2782617,67696.0716102
2030,89766.0632916,68187.5142632
2031,91148.5144089,69163.7778185
