year,Base case cost,Modeled diesel efficiency
2019,85747.2841752,243832.154769
2020,91657.1006262,249204.715179
2021,95556.7820427,252749.880103
2022,98306.9813061,255250.061252
2023,99849.3490684,256652.213763
2024,100808.223352,257523.917657
2025,102654.980212,259202.78753
2026,104760.419181,261116.822957
2027,106575.083901,262766.518156
2028,108101.891837,264154.52537
2029,110552.564448,266382.409562
2030,112313.742264,267983.480305
2031,114637.018799,270095.549882
2032,116940.845551,272189.937838
2033,118796.354814,273876.76444
2034,120612.964511,275528.227802
2035,122039.606067,276825.17467
2036,124970.688308,279489.79489
2037,126107.528103,280523.285612
2038,129027.912964,283178.180941
