year,Base case diesel consumed,Modeled diesel efficiency
2019,28299.4337212,25726.7579284
2020,28202.1848081,25638.3498255
2021,28104.9358949,25549.9417227
2022,28007.6869818,25461.5336198
2023,27813.1891555,25284.7174141
2024,27618.6913293,25107.9012084
2025,27521.4424161,25019.4931056
2026,27424.193503,24931.0850027
2027,27326.9445899,24842.6768999
2028,27229.6956767,24754.268797
2029,27229.6956767,24754.268797
2030,27326.9445899,24842.6768999
2031,27229.6956767,24754.268797
2032,27132.4467636,24665.8606942
2033,26937.9489374,24489.0444885
2034,26743.4511111,24312.2282828
2035,26646.202198,24223.82018
2036,26646.202198,24223.82018
2037,26548.9532848,24135.4120771
2038,26548.9532848,24135.4120771
