year,Base case cost,Modeled residential energy efficiency
2017,122976.668715,130811.641867
2018,130869.287846,138374.213728
2019,141721.639152,148772.750036
2020,147147.814805,153972.01819
2021,150847.480023,157516.97375
2022,146761.951956,153317.991933
2023,148646.02114,155119.549299
2024,150059.073028,156470.717324
2025,151943.142212,158272.27469
2026,154062.720044,160299.026727
2027,148713.88104,154867.675905
2028,150284.491677,156366.088702
2029,152303.84821,158292.61944
2030,153425.712951,159362.914294
2031,155669.442432,161503.504003
2032,157913.171913,163644.093713
2033,160156.901394,165784.683422
2034,162400.630876,167925.273131
2035,155981.105734,161433.550148
2036,158326.715465,163665.706129
