year,Base case diesel consumed,Modeled non-residential ashp
2017,10874.4922408,-6114.260665
2018,10874.4922408,-6114.260665
2019,10874.4922408,-6114.260665
2020,10874.4922408,-6114.260665
2021,10874.4922408,-6114.260665
2022,10267.3136956,-6721.4392102
2023,10267.3136956,-6721.4392102
2024,10267.3136956,-6721.4392102
2025,10267.3136956,-6721.4392102
2026,10267.3136956,-6721.4392102
2027,9660.13515039,-7328.61775541
2028,9660.13515039,-7328.61775541
2029,9660.13515039,-7328.61775541
2030,9660.13515039,-7328.61775541
2031,9660.13515039,-7328.61775541
