year,Base case cost,Modeled diesel efficiency
2019,203075.537339,342983.57714
2020,212600.195458,347930.573206
2021,219288.826207,350386.357516
2022,223814.486785,350960.761307
2023,227105.876297,350496.065324
2024,229574.418431,349364.346603
2025,233431.016214,349573.618112
2026,237717.012507,350250.518936
2027,241192.144637,350265.726577
2028,244681.257184,350367.331291
2029,248600.766842,350932.166609
2030,251284.008231,350443.395659
2031,256069.305118,351934.211142
2032,260455.16153,353128.917381
2033,265488.111511,354977.338229
2034,270341.313279,356726.265401
2035,273520.859457,357016.103285
2036,277331.521586,357940.635877
2037,280532.03839,358370.015264
2038,285446.15483,360415.341743
