year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,29401.7218075,21757.2741376
2018,29401.7218075,21757.2741376
2019,29401.7218075,21757.2741376
2020,29401.7218075,21757.2741376
2021,29401.7218075,21757.2741376
2022,29401.7218075,21757.2741376
2023,29401.7218075,21757.2741376
2024,29401.7218075,21757.2741376
2025,29401.7218075,21757.2741376
2026,29401.7218075,21757.2741376
2027,29401.7218075,21757.2741376
2028,29401.7218075,21757.2741376
2029,29401.7218075,21757.2741376
2030,29401.7218075,21757.2741376
2031,29401.7218075,21757.2741376
