year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,0
2004,,0,0,0,0,0,0
2005,,0,0,0,0,0,0
2006,,0,0,0,0,0,304813
2007,,0,0,0,0,0,294994
2008,,0,0,0,0,0,322201
2009,,0,0,0,0,0,344365
2010,,0,0,0,0,0,364931
2011,,0,0,0,0,0,408660
2012,,0,0,0,0,0,434984
2013,,0,0,0,0,0,453062
2014,start of forecast,0,0,0,0,0,407000
2015,,0,0,0,0,0,407000
2016,,0,0,0,0,0,408000
2017,,0,0,0,0,0,409000
2018,,0,0,0,0,0,410000
2019,,0,0,0,0,0,410000
2020,,0,0,0,0,0,411000
2021,,0,0,0,0,0,412000
2022,,0,0,0,0,0,412000
2023,,0,0,0,0,0,412000
2024,,0,0,0,0,0,412000
2025,,0,0,0,0,0,413000
2026,,0,0,0,0,0,414000
2027,,0,0,0,0,0,415000
2028,,0,0,0,0,0,416000
2029,,0,0,0,0,0,417000
2030,,0,0,0,0,0,418000
2031,,0,0,0,0,0,419000
2032,,0,0,0,0,0,420000
2033,,0,0,0,0,0,422000
2034,,0,0,0,0,0,423000
2035,,0,0,0,0,0,424000
2036,,0,0,0,0,0,424000
2037,,0,0,0,0,0,425000
2038,,0,0,0,0,0,426000
2039,,0,0,0,0,0,427000
2040,,0,0,0,0,0,428000
