year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9275.74947298,6029.23715743
2018,9275.9052157,6029.33839021
2019,9276.03916699,6029.42545854
2020,9276.20320995,6029.53208647
2021,9276.35536303,6029.63098597
2022,9276.43193331,6029.68075665
2023,9276.44280901,6029.68782586
2024,9276.4262219,6029.67704423
2025,9276.49861538,6029.72409999
2026,9276.68029966,6029.84219478
2027,9276.89623906,6029.98255539
2028,9277.12785816,6030.1331078
2029,9277.29086025,6030.23905916
2030,9277.53479625,6030.39761756
2031,9277.75646042,6030.54169927
