year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,213203.0,66749.0,146454.0
2004,,217485.0,68208.0,149277.0
2005,,239714.0,75456.0,164258.0
2006,,262140.0,92668.0,169472.0
2007,,242682.0,98080.0,144602.0
2008,,260497.0,103760.0,156737.0
2009,,273337.0,115149.0,158188.0
2010,,284093.0,118436.0,165657.0
2011,,300688.0,139197.0,161491.0
2012,,332981.0,166357.0,166624.0
2013,,327088.0,162507.0,164581.0
2014,start of forecast,301675.0,137443.0,164232.0
2015,,301813.0,137581.0,164232.0
2016,,302300.0,138068.0,164232.0
2017,,302894.0,138662.0,164232.0
2018,,303503.0,139271.0,164232.0
2019,,304028.0,139796.0,164232.0
2020,,304670.0,140438.0,164232.0
2021,,305265.0,141033.0,164232.0
2022,,305565.0,141333.0,164232.0
2023,,305608.0,141376.0,164232.0
2024,,305543.0,141311.0,164232.0
2025,,305826.0,141594.0,164232.0
2026,,306537.0,142305.0,164232.0
2027,,307382.0,143150.0,164232.0
2028,,308289.0,144057.0,164232.0
2029,,308927.0,144695.0,164232.0
2030,,309882.0,145650.0,164232.0
2031,,310750.0,146518.0,164232.0
2032,,311568.0,147336.0,164232.0
2033,,312388.0,148156.0,164232.0
2034,,313177.0,148945.0,164232.0
2035,,313875.0,149643.0,164232.0
2036,,314588.0,150356.0,164232.0
2037,,315074.0,150842.0,164232.0
2038,,315950.0,151718.0,164232.0
2039,,316346.0,152114.0,164232.0
2040,,317159.0,152927.0,164232.0
