year,Base case cost,Modeled water and wastewater efficiency
2017,64941.1079177,47939.4602158
2018,72671.5590362,53298.1737815
2019,83193.3165948,60632.2447351
2020,87918.7381415,63871.8926125
2021,91141.2519318,66051.6444647
2022,93504.0848771,67626.0841845
2023,95221.966074,68746.924812
2024,96510.0562064,69566.1823742
2025,98228.7649449,70691.9237469
2026,100163.732702,71972.5884236
2027,101669.824816,72952.1592288
2028,103176.242177,73933.9491794
2029,104896.527723,75068.8545308
2030,105973.828095,75751.1871986
2031,108124.695673,77194.1742595
