year,Base case cost,Modeled residential energy efficiency
2017,104107.906359,104107.906359
2018,114282.381105,114282.381105
2019,128130.971732,128130.971732
2020,134348.706299,134348.706299
2021,138588.070777,138588.070777
2022,141696.93806,141696.93806
2023,143957.932448,143957.932448
2024,145653.678239,145653.678239
2025,147914.672627,147914.672627
2026,150458.291314,150458.291314
2027,152436.661403,152436.661403
2028,154415.031493,154415.031493
2029,156676.025881,156676.025881
2030,158089.147374,158089.147374
2031,160915.390359,160915.390359
2032,163459.009045,163459.009045
2033,166002.627732,166002.627732
2034,176760.887786,176760.887786
2035,178524.795748,178524.795748
2036,181170.65769,181170.65769
