year,Base case cost,Modeled non-residential energy efficiency
2017,183821.568215,310749.462816
2018,200544.145936,322795.361974
2019,223305.432279,340375.89019
2020,233524.785331,346681.901024
2021,240492.526048,350115.468857
2022,245602.202574,351935.538804
2023,249318.330956,352560.721094
2024,252105.427243,352409.662899
2025,255821.555626,353161.606555
2026,260002.200056,354394.897831
2027,263253.812391,354847.544179
2028,266505.424725,355358.518469
2029,270221.553108,356346.639957
2030,272544.133347,356129.828252
2031,277189.293825,358068.270407
