year,Base case diesel consumed,Modeled residential ashp
2017,1510.44443311,-3295.78466663
2018,1510.44443311,-3295.78466663
2019,1510.44443311,-3295.78466663
2020,1510.44443311,-3295.78466663
2021,1510.44443311,-3295.78466663
2022,1510.44443311,-3295.78466663
2023,1510.44443311,-3295.78466663
2024,1510.44443311,-3295.78466663
2025,1510.44443311,-3295.78466663
2026,1510.44443311,-3295.78466663
2027,1510.44443311,-3295.78466663
2028,1510.44443311,-3295.78466663
2029,1510.44443311,-3295.78466663
2030,1510.44443311,-3295.78466663
2031,1510.44443311,-3295.78466663
