year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,32739.18,0.0,51397.97,24028.29
2018,32739.18,0.0,51397.97,24028.29
2019,32739.18,0.0,51397.97,25050.84
2020,32739.18,0.0,51397.97,25050.84
2021,32739.18,0.0,51397.97,25050.84
2022,32739.18,0.0,51397.97,25050.84
2023,32739.18,0.0,51397.97,25050.84
2024,32739.18,0.0,51397.97,25050.84
2025,32739.18,0.0,51397.97,25050.84
2026,32824.43,0.0,51397.97,25050.84
2027,32824.43,0.0,51397.97,26073.38
2028,32824.43,0.0,51397.97,26073.38
2029,32824.43,0.0,51397.97,26073.38
2030,32824.43,0.0,51397.97,26073.38
2031,32824.43,0.0,51397.97,26073.38
