year,Base case diesel consumed,Modeled non-residential ashp
2017,7092.91922108,-8326.47037455
2018,7092.91922108,-8326.47037455
2019,7092.91922108,-8326.47037455
2020,7092.91922108,-8326.47037455
2021,7092.91922108,-8326.47037455
2022,7092.91922108,-8326.47037455
2023,7092.91922108,-8326.47037455
2024,7092.91922108,-8326.47037455
2025,7092.91922108,-8326.47037455
2026,7092.91922108,-8326.47037455
2027,7092.91922108,-8326.47037455
2028,7092.91922108,-8326.47037455
2029,7092.91922108,-8326.47037455
2030,7092.91922108,-8326.47037455
2031,7092.91922108,-8326.47037455
