year,Base case diesel consumed,Modeled residential ashp
2017,6388.41070866,-17639.8821686
2018,6388.41070866,-17639.8821686
2019,6660.27494557,-17368.0179317
2020,6660.27494557,-17368.0179317
2021,6660.27494557,-17368.0179317
2022,6660.27494557,-17368.0179317
2023,6660.27494557,-17368.0179317
2024,6660.27494557,-17368.0179317
2025,6660.27494557,-17368.0179317
2026,6660.27494557,-17368.0179317
2027,6932.13918247,-17096.1536948
2028,6932.13918247,-17096.1536948
2029,6932.13918247,-17096.1536948
2030,6932.13918247,-17096.1536948
2031,6932.13918247,-17096.1536948
