year,Base case cost,Modeled non-residential energy efficiency
2017,415988.04897,427730.165258
2018,444122.398574,452159.385292
2019,482902.177757,486368.39073
2020,501151.485608,501807.258696
2021,514078.078669,512401.707216
2022,523963.120422,520240.00222
2023,530046.223039,524625.13925
2024,535368.937829,528341.738184
2025,542212.428273,533478.113021
2026,549816.306544,539337.306177
2027,556659.796988,544526.053176
2028,561982.511778,548347.425816
2029,569586.390049,554282.440494
2030,574148.717012,557456.2668
2031,581752.595283,563438.913647
