year,annotation,line losses
2002,,0.19
2003,,0.07
2004,,0.08
2005,,0.09
2006,,0.12
2007,,0.14
2008,,0.1
2009,,0.13
2010,,0.17
2011,,0.21
2012,,0.3
2013,,0.24
2014,,0.22
2015,,0.2
2016,start of forecast,0.22
2017,,0.22
2018,,0.22
2019,,0.22
2020,,0.22
2021,,0.22
2022,,0.22
2023,,0.22
2024,,0.22
2025,,0.22
2026,,0.22
2027,,0.22
2028,,0.22
2029,,0.22
2030,,0.22
2031,,0.22
2032,,0.22
2033,,0.22
2034,,0.22
2035,,0.22
2036,,0.22
2037,,0.22
2038,,0.22
2039,,0.22
2040,,0.22
