year,Base case cost,Modeled non-residential energy efficiency
2017,121149.451866,146626.872222
2018,129373.249264,153984.594112
2019,140680.970687,164358.315044
2020,146077.83773,168995.085001
2021,149675.749092,171895.744863
2022,152502.679448,174060.253589
2023,154558.628797,175488.281384
2024,156100.59081,176429.580348
2025,157899.546491,177634.058464
2026,160212.489509,179351.482753
2027,162268.438859,180831.330764
2028,163810.400871,181823.235408
2029,165866.35022,183327.207301
2030,167151.318564,184092.596257
2031,169464.261582,185869.648646
