year,Base case diesel consumed,Modeled diesel efficiency
2019,11937.1926883,10851.993353
2020,11937.1926883,10851.993353
2021,11937.1926883,10851.993353
2022,11937.1926883,10851.993353
2023,11937.1926883,10851.993353
2024,11937.1926883,10851.993353
2025,11937.1926883,10851.993353
2026,11937.1926883,10851.993353
2027,11937.1926883,10851.993353
2028,11937.1926883,10851.993353
2029,11937.1926883,10851.993353
2030,11937.1926883,10851.993353
2031,11937.1926883,10851.993353
2032,11937.1926883,10851.993353
2033,11937.1926883,10851.993353
2034,11937.1926883,10851.993353
2035,11937.1926883,10851.993353
2036,11937.1926883,10851.993353
2037,11937.1926883,10851.993353
2038,11937.1926883,10851.993353
