year,Base case cost,Modeled wind power
2019,41541.4305552,
2020,44048.2410197,
2021,45719.4479961,
2022,47032.5391918,
2023,47987.5146069,
2024,48703.7461681,
2025,49539.3496563,
2026,50613.6969983,
2027,51568.6724133,
2028,52284.9039746,
2029,53239.8793897,
2030,53836.7390241,
2031,54911.086366,
2032,56104.8056349,
2033,57179.1529768,
2034,58372.8722456,
2035,59089.1038069,
2036,60282.8230758,
2037,60879.6827102,
2038,62073.401979,
