year,Base case cost,Modeled diesel efficiency
2019,41541.4305552,189773.254493
2020,44048.2410197,188489.478152
2021,45719.4479961,186529.562939
2022,47032.5391918,184325.631541
2023,47987.5146069,181875.772788
2024,48703.7461681,179286.640209
2025,49539.3496563,176881.97098
2026,50613.6969983,174768.505108
2027,51568.6724133,172618.944578
2028,52284.9039746,170323.071978
2029,53239.8793897,168313.309393
2030,53836.7390241,166045.438312
2031,54911.086366,164277.517353
2032,56104.8056349,162682.442918
2033,57179.1529768,161041.667446
2034,58372.8722456,159570.758527
2035,59089.1038069,157725.678648
2036,60282.8230758,156373.183176
2037,60879.6827102,154535.221517
2038,62073.401979,153295.653935
