year,Base case cost,Modeled residential energy efficiency
2017,144196.870184,155139.254663
2018,153078.657862,160760.441768
2019,165398.556899,168926.619672
2020,171415.251778,172486.182767
2021,175426.381697,174593.551086
2022,178577.983776,176089.560991
2023,174956.100479,171059.795092
2024,176617.73734,171484.627266
2025,178833.253153,172329.247926
2026,181325.708443,173392.471776
2027,183541.224257,174272.366475
2028,185202.861117,174767.766512
2029,187695.316407,175882.058164
2030,189080.013791,176209.552687
2031,191849.408557,177556.682881
