year,Base case diesel consumed,Modeled residential energy efficiency
2017,27143.8726296,19525.6265413
2018,27143.8726296,19525.6265413
2019,27143.8726296,19525.6265413
2020,27143.8726296,19525.6265413
2021,27143.8726296,19525.6265413
2022,27143.8726296,19525.6265413
2023,26232.5606489,18614.3145606
2024,26232.5606489,18614.3145606
2025,26232.5606489,18614.3145606
2026,26232.5606489,18614.3145606
2027,26232.5606489,18614.3145606
2028,26232.5606489,18614.3145606
2029,26232.5606489,18614.3145606
2030,26232.5606489,18614.3145606
2031,26232.5606489,18614.3145606
