year,Base case diesel consumed,Modeled residential ashp
2017,6058.73097962,-21085.14165
2018,6058.73097962,-21085.14165
2019,6058.73097962,-21085.14165
2020,6058.73097962,-21085.14165
2021,6058.73097962,-21085.14165
2022,6058.73097962,-21085.14165
2023,5855.31880609,-21288.5538235
2024,5855.31880609,-21288.5538235
2025,5855.31880609,-21288.5538235
2026,5855.31880609,-21288.5538235
2027,5855.31880609,-21288.5538235
2028,5855.31880609,-21288.5538235
2029,5855.31880609,-21288.5538235
2030,5855.31880609,-21288.5538235
2031,5855.31880609,-21288.5538235
