year,Base case cost,Modeled non-residential energy efficiency
2017,89826.7414567,104135.701716
2018,96405.7606225,110059.798013
2019,105531.496885,118506.613082
2020,109988.251804,122365.262789
2021,112959.421749,124772.466495
2022,115293.912421,126564.469803
2023,116991.723819,127740.98672
2024,118265.082367,128510.872497
2025,119962.893765,129710.392873
2026,121872.931587,131130.146869
2027,123570.742985,132351.605089
2028,124844.101533,133165.378861
2029,126754.139355,134616.893255
2030,127815.271479,135241.963614
2031,129937.535726,136922.564965
