year,Base case cost,Modeled diesel efficiency
2019,136041.340102,308287.149457
2020,145614.619591,316990.13081
2021,152164.758188,322944.802262
2022,157203.32634,327525.318764
2023,160730.324047,330731.680315
2024,163753.464938,333479.990216
2025,166776.605829,336228.300117
2026,171311.317166,340350.764969
2027,174838.314872,343557.12652
2028,177861.455763,346305.436421
2029,181892.310285,349969.849623
2030,183907.737546,351802.056223
2031,188442.448882,355924.521075
2032,192977.160219,360046.985926
2033,197511.871556,364169.450778
2034,202046.582892,368291.91563
2035,205069.723784,371040.225531
2036,210108.291936,375620.742032
2037,212627.576012,377911.000283
2038,217666.144163,382491.516785
