year,Base case cost,Modeled diesel efficiency
2019,373929.183693,587184.483592
2020,396393.102638,601811.332883
2021,413863.083489,612034.056308
2022,426303.916343,617817.461631
2023,435209.087973,620516.155493
2024,442874.577555,622214.355894
2025,451606.633822,625005.688002
2026,463216.366226,630533.71982
2027,472296.853838,633880.241394
2028,481421.35383,637381.816399
2029,491891.165582,642218.748022
2030,498497.423877,643653.07112
2031,510653.643338,650239.954824
2032,522588.333817,656730.078848
2033,533265.003757,662178.725802
2034,546937.449721,670450.588743
2035,555079.740091,673792.482017
2036,567557.249928,681170.644569
2037,576104.454198,685068.732424
2038,588709.599938,692746.610279
