year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,40915.63,609044.42,305576.0,63799.48,548344.21,356290.18
2018,43549.98,646939.24,333175.28,66638.34,570734.85,380683.92
2019,47021.12,697014.53,367086.42,70351.16,600322.49,410774.74
2020,48680.73,720022.1,390740.74,72218.43,613916.81,430666.91
2021,49984.22,737616.12,412664.79,73729.82,624312.47,448729.04
2022,50929.65,749796.6,437415.45,74882.12,631509.46,468426.79
2023,51606.79,757916.92,455815.09,75766.38,636307.46,482962.15
2024,52197.85,764683.85,478673.52,76568.79,640305.79,500724.09
2025,52886.67,772804.17,497601.27,77478.42,645103.78,515604.31
2026,53765.94,783631.26,523232.59,78590.74,651501.11,535702.1
2027,54465.22,791751.57,542751.83,79521.91,656299.11,550968.56
2028,55169.16,799871.89,567595.47,80462.57,661097.1,570201.91
2029,55973.41,809345.6,593593.43,81515.46,666694.76,590364.07
2030,56501.71,814759.14,617452.23,82285.05,669893.43,608604.21
2031,57410.53,825586.23,645027.0,83457.95,676290.75,629971.09
2032,,,673052.42,,,651632.24
2033,,,700599.51,,,672805.99
2034,,,730455.23,,,695837.38
2035,,,756876.65,,,715925.97
2036,,,786620.19,,,738709.06
