year,Base case cost,Modeled non-residential energy efficiency
2017,1157388.62836,1199338.34713
2018,1217674.09089,1249477.57268
2019,1297337.02351,1317224.40949
2020,1333938.91148,1346167.44827
2021,1361928.59051,1367426.59458
2022,1381306.06061,1380999.58282
2023,1394224.37401,1388829.33967
2024,1404989.63517,1394803.98268
2025,1417907.94857,1402811.68007
2026,1435132.36644,1414795.51041
2027,1448050.67984,1422972.90514
2028,1460968.99324,1431232.17737
2029,1476040.35887,1441516.54716
2030,1484652.5678,1446043.58416
2031,1501876.98567,1458427.43187
