year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,23565.62,1060794.0,1060794.0
2004,,23565.62,1186052.0,1186052.0
2005,,23565.62,1511082.0,1511082.0
2006,,23565.62,1602974.0,1602974.0
2007,,23565.62,1696424.0,1696424.0
2008,,23565.62,1735500.0,1735500.0
2009,,23565.62,1757544.0,1757544.0
2010,,23565.62,1697567.0,1697567.0
2011,,23565.62,1766952.0,1766952.0
2012,,23565.62,1681956.0,1681956.0
2013,,23565.62,1706370.0,1706370.0
2014,,23565.62,1711609.0,1711609.0
2015,,23565.62,1671054.0,1671054.0
2016,start of forecast,23565.62,1716000.0,1716000.0
2017,,23565.62,1720000.0,1720000.0
2018,,23565.62,1724000.0,1724000.0
2019,,23565.62,1728000.0,1728000.0
2020,,23565.62,1732000.0,1732000.0
2021,,23565.62,1736000.0,1736000.0
2022,,23565.62,1740000.0,1740000.0
2023,,23565.62,1745000.0,1745000.0
2024,,23565.62,1750000.0,1750000.0
2025,,23565.62,1754000.0,1754000.0
2026,,23565.62,1759000.0,1759000.0
2027,,23565.62,1764000.0,1764000.0
2028,,23565.62,1769000.0,1769000.0
2029,,23565.62,1774000.0,1774000.0
2030,,23565.62,1779000.0,1779000.0
2031,,23565.62,1785000.0,1785000.0
2032,,23565.62,1790000.0,1790000.0
2033,,23565.62,1795000.0,1795000.0
2034,,23565.62,1801000.0,1801000.0
2035,,23565.62,1806000.0,1806000.0
2036,,23565.62,1812000.0,1812000.0
2037,,23565.62,1818000.0,1818000.0
2038,,23565.62,1824000.0,1824000.0
2039,,23565.62,1830000.0,1830000.0
2040,,23565.62,1836000.0,1836000.0
