year,Base case cost,Modeled residential energy efficiency
2017,661866.179023,654095.68933
2018,713859.201827,702570.296104
2019,777861.163207,762276.789811
2020,821407.65784,803331.52663
2021,861393.824674,841204.915671
2022,905842.234577,883918.990253
2023,938777.236287,915408.562962
2024,979397.607697,954693.876625
2025,1013205.57907,987098.638447
2026,1058934.69157,1031266.8895
2027,1093720.38895,1064689.64094
2028,1137797.3731,1107423.10601
2029,1183957.49774,1152169.67186
2030,1226056.44487,1193140.62073
2031,1274998.08571,1240616.31112
2032,1324684.66066,1288854.60423
2033,1373405.49628,1336233.42374
2034,1426292.61288,1387617.35188
2035,1472802.61957,1432996.67016
2036,1525329.25581,1484141.65384
