year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,126168.82,9092.05,135338.63,52762.84
2018,126462.24,9110.58,135338.63,54875.28
2019,126755.66,9130.05,135338.63,56987.72
2020,127049.07,9150.25,135338.63,59100.16
2021,127342.49,9171.16,135338.63,61212.6
2022,127635.9,9192.82,135338.63,64029.19
2023,128002.67,9215.25,135338.63,66141.63
2024,128369.44,9238.31,135338.63,68958.22
2025,128662.86,9261.87,135338.63,71070.66
2026,129029.63,9285.76,135338.63,73887.25
2027,129396.4,9310.05,135338.63,75999.69
2028,129763.17,9334.64,135338.63,78816.28
2029,130129.94,9359.86,135338.63,81632.87
2030,130496.71,9385.43,135338.63,84449.46
2031,130936.83,9411.33,135338.63,87266.05
2032,131303.6,,,90082.64
2033,131670.37,,,92899.22
2034,132110.5,,,95715.81
2035,132477.26,,,98532.4
2036,132917.39,,,101348.99
