year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1402407.0,651306.0,751101.0
2004,,1497474.0,593283.0,904191.0
2005,,1439817.0,612032.0,827785.0
2006,,1405525.0,588546.0,816979.0
2007,,1497777.0,622335.0,875442.0
2008,,1589241.0,659752.0,929489.0
2009,,1539025.0,641256.0,897769.0
2010,,1449540.0,597984.0,851556.0
2011,,1437294.0,599936.0,837358.0
2012,,1442808.0,620766.0,822042.0
2013,,1451663.0,622205.0,829458.0
2014,start of forecast,1448784.0,619165.0,829619.0
2015,,1448793.0,619173.0,829619.0
2016,,1448849.0,619229.0,829619.0
2017,,1448882.0,619263.0,829619.0
2018,,1448990.0,619370.0,829619.0
2019,,1449038.0,619418.0,829619.0
2020,,1449087.0,619468.0,829619.0
2021,,1449067.0,619448.0,829619.0
2022,,1449047.0,619427.0,829619.0
2023,,1449012.0,619393.0,829619.0
2024,,1448972.0,619353.0,829619.0
2025,,1448932.0,619313.0,829619.0
2026,,1448969.0,619350.0,829619.0
2027,,1449006.0,619387.0,829619.0
2028,,1449022.0,619402.0,829619.0
2029,,1449077.0,619457.0,829619.0
2030,,1449103.0,619483.0,829619.0
2031,,1449098.0,619479.0,829619.0
2032,,1449139.0,619520.0,829619.0
2033,,1449181.0,619561.0,829619.0
2034,,1449215.0,619595.0,829619.0
2035,,1449233.0,619614.0,829619.0
2036,,1449281.0,619662.0,829619.0
2037,,1449331.0,619711.0,829619.0
2038,,1449375.0,619756.0,829619.0
2039,,1449431.0,619811.0,829619.0
2040,,1449495.0,619876.0,829619.0
