year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,117652.52,10047.7,66211.49,73432.94
2018,117652.52,10044.12,66211.49,72314.66
2019,117652.52,10042.52,66211.49,71196.37
2020,117652.52,10040.88,66211.49,71196.37
2021,117652.52,10041.53,66211.49,71196.37
2022,117652.52,10042.21,66211.49,71196.37
2023,117652.52,10043.36,66211.49,72314.66
2024,117652.52,10044.7,66211.49,72314.66
2025,117652.52,10046.03,66211.49,72314.66
2026,117652.52,10044.79,66211.49,72314.66
2027,117652.52,10043.57,66211.49,72314.66
2028,117652.52,10043.05,66211.49,72314.66
2029,117652.52,10041.22,66211.49,71196.37
2030,117652.52,10040.36,66211.49,71196.37
2031,117652.52,10040.52,66211.49,71196.37
2032,117652.52,10039.13,66211.49,71196.37
2033,117652.52,10037.77,66211.49,70078.09
2034,117652.52,10036.63,66211.49,70078.09
2035,117652.52,10036.02,66211.49,70078.09
2036,117652.52,10034.42,66211.49,70078.09
2037,117652.52,10032.78,66211.49,68959.81
2038,117652.52,10031.3,66211.49,68959.81
2039,117652.52,10029.45,66211.49,68959.81
2040,117728.09,10027.31,66211.49,67841.53
