year,Base case diesel consumed,Modeled diesel efficiency
2019,117652.521754,106956.837958
2020,117652.521754,106956.837958
2021,117652.521754,106956.837958
2022,117652.521754,106956.837958
2023,117652.521754,106956.837958
2024,117652.521754,106956.837958
2025,117652.521754,106956.837958
2026,117652.521754,106956.837958
2027,117652.521754,106956.837958
2028,117652.521754,106956.837958
2029,117652.521754,106956.837958
2030,117652.521754,106956.837958
2031,117652.521754,106956.837958
2032,117652.521754,106956.837958
2033,117652.521754,106956.837958
2034,117652.521754,106956.837958
2035,117652.521754,106956.837958
2036,117652.521754,106956.837958
2037,117652.521754,106956.837958
2038,117652.521754,106956.837958
