year,Base case cost,Modeled residential energy efficiency
2017,731476.231013,712004.337618
2018,758792.045018,733630.990312
2019,800341.857243,767729.609211
2020,823739.440193,787022.174539
2021,840117.748258,800155.434553
2022,851816.539733,809192.248429
2023,872609.239098,827629.158819
2024,879722.813728,832692.429328
2025,888021.984129,838831.851455
2026,898692.346074,847094.269219
2027,906991.516476,853288.966413
2028,914105.091106,858462.818172
2029,911480.376257,853648.263952
2030,917329.771994,857747.496325
2031,927858.684322,865998.76109
2032,938387.59665,874274.281846
2033,936304.095982,869961.077103
2034,947845.721216,879158.049997
2035,954770.696356,884313.285274
2036,965158.159066,892538.82707
