year,Base case cost,Modeled wind power
2019,401195.099182,633343.809984
2020,424725.603533,647482.892851
2021,441196.956579,655761.546759
2022,452962.208754,660175.759015
2023,462374.410494,662721.592269
2024,469433.5618,663395.98033
2025,477669.238322,665194.732588
2026,488257.96528,669114.526103
2027,496493.641803,671154.100373
2028,503552.793108,672310.268017
2029,512964.994849,675579.109296
2030,518847.620936,675959.958731
2031,529436.347894,680447.427605
2032,540025.074852,685040.574803
2033,550613.80181,689736.923512
2034,562379.053985,695533.65615
2035,569438.205291,697430.404524
2036,580026.932249,702422.070417
2037,587086.083554,704508.793897
2038,598851.335729,710685.583558
