year,Base case cost,Modeled non-residential energy efficiency
2017,760960.881276,726995.444423
2018,800446.543993,761715.984116
2019,856490.710429,811464.111327
2020,881965.331537,833538.828281
2021,899797.566312,848712.745089
2022,912534.876866,859293.439513
2023,922724.725309,867588.502276
2024,930367.111642,873597.406052
2025,939283.229029,880781.831943
2026,950746.808528,890295.342401
2027,959662.925915,897521.18491
2028,967305.312248,903612.945238
2029,977495.160691,912032.351068
2030,983863.815968,917008.618282
2031,995327.395466,926619.757664
