year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,66211.4881982,53986.0012667
2018,66211.4881982,53986.0012667
2019,66211.4881982,53986.0012667
2020,66211.4881982,53986.0012667
2021,66211.4881982,53986.0012667
2022,66211.4881982,53986.0012667
2023,66211.4881982,53986.0012667
2024,66211.4881982,53986.0012667
2025,66211.4881982,53986.0012667
2026,66211.4881982,53986.0012667
2027,66211.4881982,53986.0012667
2028,66211.4881982,53986.0012667
2029,66211.4881982,53986.0012667
2030,66211.4881982,53986.0012667
2031,66211.4881982,53986.0012667
