year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10047.6953461,6531.00197496
2018,10044.1177071,6528.67650959
2019,10042.5154425,6527.63503765
2020,10040.8764809,6526.56971256
2021,10041.5347611,6526.99759472
2022,10042.2131914,6527.43857442
2023,10043.3614788,6528.1849612
2024,10044.6993903,6529.05460371
2025,10046.0324979,6529.92112363
2026,10044.7898655,6529.11341257
2027,10043.5663156,6528.31810515
2028,10043.0537564,6527.98494169
2029,10041.2198328,6526.79289131
2030,10040.3553813,6526.23099781
2031,10040.5180497,6526.33673233
