year,Base case diesel consumed,Modeled solar power (pv)
2016,63614.7709531,62665.2333531
2017,63707.5038554,62765.5625562
2018,63892.9696599,62958.5638911
2019,64263.901269,63336.9707463
2020,64449.3670735,63529.851995
2021,64542.0999758,63629.9410179
2022,64820.2986826,63915.4369964
2023,65005.7644871,64108.1416944
2024,65191.2302916,64300.7884813
2025,65283.9631939,64400.644918
2026,65469.4289984,64593.1772688
2027,65562.1619007,64692.9201849
2028,65840.3606075,64978.0728254
2029,65933.0935097,65077.7040299
2030,66118.5593143,65270.0129503
2031,66211.2922165,65369.5342234
2032,66025.826412,65190.8024829
2033,66118.5593143,65290.2155766
2034,65933.0935097,65111.3765219
2035,66025.826412,65210.6831601
