year,Base case cost,Modeled biomass for heat (cordwood)
2017,348841.534613,402266.986403
2018,375341.934613,421861.76183
2019,411117.474613,448314.708655
2020,427680.224613,460561.443297
2021,438942.894613,468889.222853
2022,447555.524613,475257.524867
2023,452855.604613,479176.479952
2024,458155.684613,483095.435037
2025,463455.764613,487014.390123
2026,470743.374613,492402.953365
2027,476705.964613,496811.777836
2028,481343.534613,500240.863535
2029,487968.634613,505139.557392
2030,491943.694613,508078.773706
2031,498568.794613,512977.467563
2032,,
2033,,
2034,,
2035,,
2036,,
