year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,63707.5,7214.67,66251.09,54214.42
2018,63892.97,7217.27,66251.09,54214.42
2019,64263.9,7224.12,66251.09,55272.07
2020,64449.37,7226.17,66251.09,55272.07
2021,64542.1,7228.97,66251.09,56329.71
2022,64820.3,7233.58,66251.09,56329.71
2023,65005.76,7236.38,66251.09,56329.71
2024,65191.23,7239.34,66251.09,57387.35
2025,65283.96,7241.47,66251.09,57387.35
2026,65469.43,7243.64,66251.09,57387.35
2027,65562.16,7245.4,66251.09,57387.35
2028,65840.36,7249.82,66251.09,58445.0
2029,65933.09,7252.49,66251.09,58445.0
2030,66118.56,7254.87,66251.09,58445.0
2031,66211.29,7256.53,66251.09,58445.0
2032,66025.83,,,58445.0
2033,66118.56,,,58445.0
2034,65933.09,,,58445.0
2035,66025.83,,,58445.0
2036,66118.56,,,58445.0
