year,Base case cost,Modeled water and wastewater efficiency
2017,70498.5680463,59099.4924124
2018,76264.5699015,63133.93116
2019,84094.8473957,68612.6580623
2020,87711.2944558,71143.0626627
2021,90189.3999654,72876.9457184
2022,92117.8348006,74226.1793831
2023,93305.2240335,75056.9410356
2024,94495.7095051,75889.8662576
2025,95676.0223094,76715.6933337
2026,97289.5449939,77844.641567
2027,98610.382786,78768.8050451
2028,99680.7854363,79517.67812
2029,101160.305198,80552.8548809
2030,102059.695341,81182.1157703
2031,103526.449491,82208.3840516
