year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,66251.0,48986.9385662
2018,66251.0,48986.9385662
2019,66251.0,48986.9385662
2020,66251.0,48986.9385662
2021,66251.0,48986.9385662
2022,66251.0,48986.9385662
2023,66251.0,48986.9385662
2024,66251.0,48986.9385662
2025,66251.0,48986.9385662
2026,66251.0,48986.9385662
2027,66251.0,48986.9385662
2028,66251.0,48986.9385662
2029,66251.0,48986.9385662
2030,66251.0,48986.9385662
2031,66251.0,48986.9385662
2032,,
2033,,
2034,,
2035,,
2036,,
