year,Base case diesel consumed,Modeled non-residential ashp
2017,66251.0933031,46375.7652724
2018,66251.0933031,46375.7652724
2019,66251.0933031,46375.7652724
2020,66251.0933031,46375.7652724
2021,66251.0933031,46375.7652724
2022,66251.0933031,46375.7652724
2023,66251.0933031,46375.7652724
2024,66251.0933031,46375.7652724
2025,66251.0933031,46375.7652724
2026,66251.0933031,46375.7652724
2027,66251.0933031,46375.7652724
2028,66251.0933031,46375.7652724
2029,66251.0933031,46375.7652724
2030,66251.0933031,46375.7652724
2031,66251.0933031,46375.7652724
