year,Base case cost,Modeled non-residential energy efficiency
2017,518449.291841,518575.766778
2018,559829.328204,556087.107389
2019,615692.377293,606727.417215
2020,641554.90002,630172.005098
2021,659141.415474,646114.324858
2022,672589.927292,658305.510557
2023,680865.934564,665807.778679
2024,689141.941837,673310.046802
2025,697417.949109,680812.314924
2026,708797.459109,691127.933592
2027,718107.967291,699567.98523
2028,725349.473654,706132.469837
2029,735694.482745,715510.30499
2030,741901.488199,721137.006082
2031,752246.49729,730514.841235
