year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,28014.7785951,20730.9361604
2018,28014.7785951,20730.9361604
2019,28014.7785951,20730.9361604
2020,28014.7785951,20730.9361604
2021,28014.7785951,20730.9361604
2022,28014.7785951,20730.9361604
2023,28014.7785951,20730.9361604
2024,28014.7785951,20730.9361604
2025,28014.7785951,20730.9361604
2026,28014.7785951,20730.9361604
2027,28014.7785951,20730.9361604
2028,28014.7785951,20730.9361604
2029,28014.7785951,20730.9361604
2030,28014.7785951,20730.9361604
2031,28014.7785951,20730.9361604
