year,Base case diesel consumed,Modeled residential energy efficiency
2017,18658.0035554,16304.6683471
2018,18658.0035554,16304.6683471
2019,18658.0035554,16304.6683471
2020,18658.0035554,16304.6683471
2021,18658.0035554,16304.6683471
2022,18658.0035554,16304.6683471
2023,17899.5588201,15546.2236118
2024,17899.5588201,15546.2236118
2025,17899.5588201,15546.2236118
2026,17899.5588201,15546.2236118
2027,17899.5588201,15546.2236118
2028,17899.5588201,15546.2236118
2029,18658.0035554,16304.6683471
2030,18658.0035554,16304.6683471
2031,18658.0035554,16304.6683471
2032,18658.0035554,16304.6683471
2033,18658.0035554,16304.6683471
2034,18658.0035554,16304.6683471
2035,18658.0035554,16304.6683471
2036,18658.0035554,16304.6683471
