year,population
2003,90.0
2004,97.0
2005,98.0
2006,89.0
2007,98.0
2008,105.0
2009,99.0
2010,102.0
2011,105.0
2012,104.0
2013,104.0
2014,103.0
2015,102.0
2016,102.0
2017,101.0
2018,101.0
2019,101.0
2020,101.0
2021,101.0
2022,101.0
2023,100.0
2024,100.0
2025,100.0
2026,100.0
2027,100.0
2028,100.0
2029,101.0
2030,102.0
2031,102.0
2032,102.0
2033,102.0
2034,101.0
2035,101.0
2036,101.0
2037,102.0
2038,102.0
2039,103.0
2040,102.0
