year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,88171.76,0.0,28014.78,18658.0
2018,88171.76,0.0,28014.78,18658.0
2019,88171.76,0.0,28014.78,18658.0
2020,88171.76,0.0,28014.78,18658.0
2021,88171.76,0.0,28014.78,18658.0
2022,88039.96,0.0,28014.78,18658.0
2023,88039.96,0.0,28014.78,17899.56
2024,87908.17,0.0,28014.78,17899.56
2025,87908.17,0.0,28014.78,17899.56
2026,87908.17,0.0,28014.78,17899.56
2027,87908.17,0.0,28014.78,17899.56
2028,87908.17,0.0,28014.78,17899.56
2029,88171.76,0.0,28014.78,18658.0
2030,88303.56,0.0,28014.78,18658.0
2031,88303.56,0.0,28014.78,18658.0
2032,88303.56,0.0,28014.78,18658.0
2033,88171.76,0.0,28014.78,18658.0
2034,88171.76,0.0,28014.78,18658.0
2035,88171.76,0.0,28014.78,18658.0
2036,88171.76,0.0,28014.78,18658.0
2037,88303.56,0.0,28014.78,18658.0
2038,88303.56,0.0,28014.78,18658.0
2039,88303.56,0.0,28014.78,18658.0
2040,88303.56,0.0,28014.78,18658.0
