year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,737163.0,196901.0,540262.0
2004,,743000.0,204375.0,538625.0
2005,,625648.0,192835.0,432813.0
2006,,588651.0,174483.0,414168.0
2010,,682549.0,197762.0,484787.0
2011,,587108.0,195351.0,391757.0
2012,,653402.0,217454.0,435948.0
2013,,572130.0,190577.0,381553.0
2014,start of forecast,603760.0,200674.0,403086.0
2015,,603020.0,199934.0,403086.0
2016,,602700.0,199614.0,403086.0
2017,,602311.0,199225.0,403086.0
2018,,602074.0,198988.0,403086.0
2019,,602026.0,198940.0,403086.0
2020,,601972.0,198886.0,403086.0
2021,,601834.0,198748.0,403086.0
2022,,601512.0,198426.0,403086.0
2023,,600967.0,197881.0,403086.0
2024,,600626.0,197540.0,403086.0
2025,,600490.0,197404.0,403086.0
2026,,600628.0,197542.0,403086.0
2027,,600673.0,197587.0,403086.0
2028,,600639.0,197553.0,403086.0
2029,,601773.0,198687.0,403086.0
2030,,602633.0,199547.0,403086.0
2031,,603199.0,200113.0,403086.0
2032,,602945.0,199859.0,403086.0
2033,,602483.0,199397.0,403086.0
2034,,602085.0,198999.0,403086.0
2035,,601952.0,198866.0,403086.0
2036,,602205.0,199119.0,403086.0
2037,,602786.0,199700.0,403086.0
2038,,603286.0,200200.0,403086.0
2039,,603447.0,200361.0,403086.0
2040,,603377.0,200291.0,403086.0
