year,Base case cost,Modeled biomass for heat (cordwood)
2017,413841.686174,449658.483944
2018,440158.486174,469117.509452
2019,476344.086174,495873.669525
2020,492792.086174,508035.560467
2021,503976.726174,516305.646308
2022,512529.686174,522629.829598
2023,518450.966174,527008.110337
2024,523056.406174,530413.439801
2025,528977.686174,534791.72054
2026,536214.806174,540142.952555
2027,542136.086174,544521.233294
2028,546741.526174,547926.562758
2029,553320.726174,552791.319135
2030,557268.246174,555710.172961
2031,564505.366174,561061.404975
2032,,
2033,,
2034,,
2035,,
2036,,
