year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3432.65,172101.0,172101.0
2004,,3432.65,206051.0,206051.0
2005,,3432.65,164457.0,164457.0
2006,,3432.65,202153.0,202153.0
2007,,3432.65,201690.0,201690.0
2008,,3432.65,238528.0,238528.0
2009,start of forecast,3432.65,222000.0,222000.0
2010,,3432.65,227000.0,227000.0
2011,,3432.65,229000.0,229000.0
2012,,3432.65,229000.0,229000.0
2013,,3432.65,229000.0,229000.0
2014,,3432.65,229000.0,229000.0
2015,,3432.65,229000.0,229000.0
2016,,3432.65,229000.0,229000.0
2017,,3432.65,228000.0,228000.0
2018,,3432.65,228000.0,228000.0
2019,,3432.65,228000.0,228000.0
2020,,3432.65,228000.0,228000.0
2021,,3432.65,228000.0,228000.0
2022,,3432.65,227000.0,227000.0
2023,,3432.65,227000.0,227000.0
2024,,3432.65,227000.0,227000.0
2025,,3432.65,227000.0,227000.0
2026,,3432.65,227000.0,227000.0
2027,,3432.65,226000.0,226000.0
2028,,3432.65,226000.0,226000.0
2029,,3432.65,226000.0,226000.0
2030,,3432.65,226000.0,226000.0
2031,,3432.65,226000.0,226000.0
2032,,3432.65,226000.0,226000.0
2033,,3432.65,226000.0,226000.0
2034,,3432.65,226000.0,226000.0
2035,,3432.65,226000.0,226000.0
2036,,3432.65,226000.0,226000.0
2037,,3432.65,226000.0,226000.0
2038,,3432.65,226000.0,226000.0
2039,,3432.65,225000.0,225000.0
2040,,3432.65,225000.0,225000.0
