year,Base case cost,Modeled water and wastewater efficiency
2017,49428.4026964,36953.5606416
2018,53030.2165108,39369.5957831
2019,57980.2694222,42690.0400764
2020,60236.1409434,44202.7555229
2021,61771.9928291,45232.4655322
2022,62951.8759892,46023.0530038
2023,63772.6569334,46572.6774089
2024,64410.2356398,46999.6720605
2025,65229.2063031,47548.1916296
2026,66226.370114,48216.3534072
2027,67042.8582603,48763.3813623
2028,67679.1918952,49189.587551
2029,68578.2084967,49792.5962528
2030,69123.116727,50157.5974585
2031,70119.4581825,50825.205965
