year,Base case cost,Modeled residential energy efficiency
2017,361217.990552,366613.407811
2018,381095.166885,383701.601301
2019,408355.294427,407136.838086
2020,414459.594445,411328.692726
2021,423366.477381,418960.612077
2022,422206.1799,416844.091907
2023,427115.149289,421035.894279
2024,430933.236591,424296.185012
2025,427186.565887,419912.032515
2026,433062.786818,424911.715982
2027,429535.622088,420667.384235
2028,433196.361425,423770.327004
2029,429899.941809,419677.055147
2030,432458.55992,421837.247137
2031,438087.519764,426589.669517
2032,434886.975579,422512.587866
2033,431439.170306,418188.245129
2034,428222.110148,414014.962281
2035,422401.475317,407636.530882
2036,418701.132125,402979.965001
