year,Base case diesel consumed,Modeled non-residential ashp
2017,66808.505599,56398.6397467
2018,66808.505599,56398.6397467
2019,66808.505599,56398.6397467
2020,65486.3632852,55076.4974329
2021,65486.3632852,55076.4974329
2022,64164.2209715,53754.3551191
2023,64164.2209715,53754.3551191
2024,64164.2209715,53754.3551191
2025,62842.0786577,52432.2128054
2026,62842.0786577,52432.2128054
2027,61519.9363439,51110.0704916
2028,61519.9363439,51110.0704916
2029,60197.7940301,49787.9281778
2030,60197.7940301,49787.9281778
2031,60197.7940301,49787.9281778
