year,Base case cost,Modeled water and wastewater efficiency
2017,4399.02064432,4024.45751592
2018,4628.94691064,4216.05427049
2019,4958.08751926,4490.43430075
2020,5109.52340551,4616.60157651
2021,5210.2548658,4700.52748551
2022,5273.93119952,4753.51051263
2023,5320.11577474,4791.93059385
2024,5348.15833753,4815.20348549
2025,5382.70472659,4843.89940032
2026,5431.60546488,4884.53431681
2027,5469.51440942,4916.02191049
2028,5490.39989247,4933.30099146
2029,5547.94640563,4981.23204658
2030,5567.15601454,4997.1767657
2031,5607.87921913,5030.96870177
